Sitio,Región,Referencia,Latitud,Longitud,Cacicazgos,Formativo,Colonial,Paleoindio,Republicano,Total,Fechas
"Conexión Magangué -Yatí -La Bodega, El Encuentro","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Ramírez Calderón, Carrera Sierra, Ávila, Maldonado, Osorio, & Hernández, 2017",9.349103,-74.547414,0,0,0,0,0,0,
"Sitio de Torre 4, Hallazgo 4","","Atehortúa Ramírez, & Arias Quintero, 2017",10.888056,-74.8225,0,0,0,0,0,0,
"Sitio de Torre 6, Hallazgo 5","","Atehortúa Ramírez, & Arias Quintero, 2017",10.886667,-74.82,0,0,0,0,0,0,
"Sitio de torre 10A, Hallazgo 6","","Atehortúa Ramírez, & Arias Quintero, 2017",10.8825,-74.814167,0,0,0,0,0,0,
"Caracolí 110KV, Yacimiento 1","","Atehortúa Ramírez, & Arias Quintero, 2017",10.843333,-74.784722,0,0,0,0,0,0,
"Caracolí 110KV, Yacimiento 2","","Atehortúa Ramírez, & Arias Quintero, 2017",10.884444,-74.823889,0,0,0,0,0,0,
"Caracolí 110KV, Yacimiento 3","","Atehortúa Ramírez, & Arias Quintero, 2017",10.882222,-74.823056,0,0,0,0,0,0,
"Caracolí 110KV, Yacimiento 5","","Atehortúa Ramírez, & Arias Quintero, 2017",10.845,-74.804444,0,0,0,0,0,0,
"	Caracolí 110KV, Yacimiento 6","","Atehortúa Ramírez, & Arias Quintero, 2017",10.841667,-74.798333,0,0,0,0,0,0,
"Caracolí 110KV, Yacimiento 7","","Atehortúa Ramírez, & Arias Quintero, 2017",10.864419,-74.817083,0,0,0,0,0,0,
"Caracolí 110KV, Hallazgo 18","","Atehortúa Ramírez, & Arias Quintero, 2017",10.896331,-74.829692,0,0,0,0,0,0,
"PS 129","","Martínez, Martínez, & Moreno , 2017",7.026892,-76.362125,0,0,0,0,0,0,
"PS D2","","Martínez, Martínez, & Moreno , 2017",7.02505,-76.364583,0,0,0,0,0,0,
"Pionono, Sector 1 ","Altiplano Cundiboyacense","Romero Picón, 2017",4.911336,-73.944258,0,0,0,0,0,0,
"Colibrí","Magdalena medio","Sánchez Castañeda, & Sandoval, 2017",7.095708,-73.699022,0,0,0,0,0,0,
"El Campanario K16+180","Magdalena medio","Sánchez Castañeda, & Sandoval, 2017",7.073578,-73.732406,0,0,0,0,0,0,
"El Campanario K16+500","Magdalena medio","Sánchez Castañeda, & Sandoval, 2017",7.074406,-73.730494,0,0,0,0,0,0,
"El Manantial","Magdalena medio","Sánchez Castañeda, & Sandoval, 2017",7.115539,-73.630894,0,0,0,0,0,0,
"El Corral ","Magdalena medio","Sánchez Castañeda, & Sandoval, 2017",7.044917,-73.652264,0,0,0,0,0,0,
"Finca Canadá","Magdalena medio","Sánchez Castañeda, & Sandoval, 2017",7.110189,-73.652264,0,0,0,0,0,0,
"Finca El Edén","Magdalena medio","Sánchez Castañeda, & Sandoval, 2017",7.113664,-73.641122,0,0,0,0,0,0,
"Galilea","Magdalena medio","Sánchez Castañeda, & Sandoval, 2017",7.076328,-73.730708,0,0,0,0,0,0,
"La Espinita K11+800","Magdalena medio","Sánchez Castañeda, & Sandoval, 2017",7.045083,-73.754489,0,0,0,0,0,0,
"Nueva Montería – Hallazgo 1","","Montaya Agudelo, 2017",8.755822,-75.858008,0,0,0,0,0,0,
"La Espinita K12+000","Magdalena medio","Sánchez Castañeda, & Sandoval, 2017",7.045975,-73.753389,0,0,0,0,0,0,
"La Gloria","Magdalena medio","Sánchez Castañeda, & Sandoval, 2017",7.044675,-73.756308,0,0,0,0,0,0,
"Nueva Montería -Hallazgo 2","","Montaya Agudelo, 2017",8.755964,-75.857789,0,0,0,0,0,0,
"La Herradura K19-000","Magdalena medio","Sánchez Castañeda, & Sandoval, 2017",7.0878,-73.71195,0,0,0,0,0,0,
"Nueva Montería -Hallazgo 3","","Montaya Agudelo, 2017",8.756697,-75.857417,0,0,0,0,0,0,
"La Herradura K19-150","Magdalena medio","Sánchez Castañeda, & Sandoval, 2017",7.088703,-73.710575,0,0,0,0,0,0,
"Nueva Montería -Hallazgo 4","","Montaya Agudelo, 2017",8.756308,-75.857417,0,0,0,0,0,0,
"Nueva Montería -Hallazgo 5","","Montaya Agudelo, 2017",8.756325,-75.857117,0,0,0,0,0,0,
"La Lomita","Magdalena medio","Sánchez Castañeda, & Sandoval, 2017",7.106589,-73.670967,0,0,0,0,0,0,
"San Antonio","Magdalena medio","Sánchez Castañeda, & Sandoval, 2017",7.076317,-73.730311,0,0,0,0,0,0,
"ZODME Z29","Magdalena medio","Sánchez Castañeda, & Sandoval, 2017",7.097961,-73.690106,0,0,0,0,0,0,
"Bermeja","Magdalena medio","Sánchez Castañeda, & Sandoval, 2017",7.132767,-73.560303,0,0,0,0,0,0,
"Paramo 01","","Sánchez Castañeda, & Sandoval, 2017",7.205917,-73.301072,0,0,0,0,0,0,
"Camino 01 UF 7","","Sánchez Castañeda, & Sandoval, 2017",7.172444,-73.158261,0,0,0,0,0,0,
"Camino 02 UF 8 ","","Sánchez Castañeda, & Sandoval, 2017",7.158261,-73.291711,0,0,0,0,0,0,
"El Provenir hallazgo","","Hernández Parra, 2017",10.360967,-73.223372,0,0,0,0,0,0,
"Variante Puerto Berrío, Punto de Hallazgo","","Alvis Salas, & Vergara, 2017",6.499617,-74.440261,0,0,0,0,0,0,
"Línea Mecánica CIA1 a CIA2, Hallazgos","","Ríos Contreras,  Montes, & Lizarazo Field, 2017",3.879692,-73.6731,0,0,0,0,0,0,
"Vía Acceso CIA 1, Hallazgos","","Ríos Contreras,  Montes, & Lizarazo Field, 2017",3.868025,-73.671447,0,0,0,0,0,0,
"Patio Bonito 1","","Osorio Guzmán, 2017",4.150194,-74.899444,0,0,0,0,0,0,
"El Tambo ","","Osorio Guzmán, 2017",4.176667,-74.875833,0,0,0,0,0,0,
"Patio Bonito 2","","Osorio Guzmán, 2017",4.177778,-74.873056,0,0,0,0,0,0,
"Parcelación Familia Calle-UIA2, Yacimiento 1","","Bran Pérez, & Quiroz, 2017",1.525794,-77.132094,0,0,0,0,0,0,
"Parcelación Familia Calle-UIA3, Yacimiento 2","","Bran Pérez, & Quiroz, 2017",5.990217,-75.990217,0,0,0,0,0,0,
"Parcelación Familia Calle-UIA7, Yacimiento 3","","Bran Pérez, & Quiroz, 2017",5.989153,-75.419883,0,0,0,0,0,0,
"Parcelación Familia Calle-UIA9, Yacimiento 4","","Bran Pérez, & Quiroz, 2017",5.98985,-75.420239,0,0,0,0,0,0,
"Parcelación Familia Calle-UIA11, Yacimiento 5","","Bran Pérez, & Quiroz, 2017",5.991481,-75.421664,0,0,0,0,0,0,
"Parcelación Familia Calle-UIA12, Yacimiento 6","","Bran Pérez, & Quiroz, 2017",5.992378,-75.422569,0,0,0,0,0,0,
"Ancón Sur – Esmeralda, Yacimiento 1 - La Salada Parte Baja 1","Macizo Antioqueño","Arias Quintero, & Yepes Villada, 2016",6.056922,-75.634231,0,0,0,0,0,0,
"Ancón Sur – Esmeralda, Yacimiento 2 - La Salada Parte Baja 2","Macizo Antioqueño","Arias Quintero, & Yepes Villada, 2016",6.058353,-75.630536,0,0,0,0,0,0,
"Sitio 1 K0+030-k0+100","Alto Magdalena","Lozada Barragán, 2016",1.925439,-76.242214,0,0,0,0,0,0,
"Sitio 2 k0+470-k0+540","Alto Magdalena","Lozada Barragán, 2016",1.922558,-76.243442,0,0,0,0,0,0,
"Sitio 3 k0+790-k0+870","Alto Magdalena","Lozada Barragán, 2016",1.919686,-76.244428,0,0,0,0,0,0,
"Sitio 4 k0+960-k1+080","Alto Magdalena","Lozada Barragán, 2016",1.918497,-76.245639,0,0,0,0,0,0,
"Sitio 5 k1+160-k1+420","Alto Magdalena","Lozada Barragán, 2016",1.918278,-76.244661,0,0,0,0,0,0,
"ZODME 1","Alto Magdalena","Lozada Barragán, 2016",1.918314,-76.244703,0,0,0,0,0,0,
"Hallazgo, Fundación Universitara Juan de Castellanos","Altiplano Cundiboyacense","Programa de arqueología preventiva, prospección y plan de manejo arqueológico para la construcción del edificio de la facultad de ingeniería del campus universitario de la Fundación Universitaria Juan, 2017",5.554694,-73.369389,0,0,0,0,0,0,
"Agualinda","Valles alto Calima y alto y medio del Cauca","Bray, Herrera, & Cardale de Schrimpff, 1981",3.831736,-76.497722,0,0,0,0,0,0,
"La Elvira","","Gnecco Valencia, & Illera Montoya, 1989",2.497089,-76.561136,0,0,0,0,0,0,
"Lagunabaja","Valles alto Calima y alto y medio del Cauca","Jaramillo Echeverri, 1989",4.916986,-75.433814,0,0,0,0,0,0,
"Cantarrana","Valles alto Calima y alto y medio del Cauca","Jaramillo Echeverri, 1989",4.917797,-75.618075,0,0,0,0,0,0,
"La Juliana","Valles alto Calima y alto y medio del Cauca","Jaramillo Echeverri, 1989",5.050344,-75.623417,0,0,0,0,0,0,
"Romelia","Valles alto Calima y alto y medio del Cauca","Jaramillo Echeverri, 1989",4.962456,-75.712803,0,0,0,0,0,0,
"La Esmeralda","Valles alto Calima y alto y medio del Cauca","Jaramillo Echeverri, 1989",5.043861,-75.739461,0,0,0,0,0,0,
"Villa Elisa","Valles alto Calima y alto y medio del Cauca","Cano Echeverri, 1995",5.083539,-75.987447,0,0,0,0,0,0,
"San Isidro ","","Gnecco Velencia, & Bravo, 1994",2.753208,-76.667575,0,0,0,0,0,0,
"Yacimiento 1","Valles alto Calima y alto y medio del Cauca","Munera, 1996",4.995192,-75.606944,0,0,0,0,0,0,
"Yacimiento 2","Valles alto Calima y alto y medio del Cauca","Munera, 1996",4.995533,-75.610269,0,0,0,0,0,0,
"Yacimiento 3","Valles alto Calima y alto y medio del Cauca","Munera, 1996",4.995278,-75.611742,0,0,0,0,0,0,
"Yacimiento 4","Valles alto Calima y alto y medio del Cauca","Munera, 1996",4.994294,-75.613614,0,0,0,0,0,0,
"Yacimiento 5","Valles alto Calima y alto y medio del Cauca","Munera, 1996",4.984831,-75.616283,0,0,0,0,0,0,
"Yacimiento 7","Valles alto Calima y alto y medio del Cauca","Munera, 1996",4.985031,-75.619131,0,0,0,0,0,0,
"Yacimiento 11","Valles alto Calima y alto y medio del Cauca","Munera, 1996",4.972394,-75.619208,0,0,0,0,0,0,
"El Antojo ","Valles alto Calima y alto y medio del Cauca","Múnera, 1997",4.864086,-75.5895,0,0,0,0,0,0,
"El Jazmín","Valles alto Calima y alto y medio del Cauca","Múnera, 1997",4.866186,-75.607322,0,0,0,0,0,0,
"Guayabito","Valles alto Calima y alto y medio del Cauca","Múnera, 1997",4.863236,-75.609836,0,0,0,0,0,0,
"La Champiñonera I","Valles alto Calima y alto y medio del Cauca","Múnera, 1997",4.865953,-75.594103,0,0,0,0,0,0,
"Varsovia","Valles alto Calima y alto y medio del Cauca","Bray, 1980",3.940347,-76.493808,0,0,0,0,0,0,
"Montañitas","Valles alto Calima y alto y medio del Cauca","Bray, Herrera, & Cardale de Schrimpff, 1981",3.685047,-76.529067,0,0,0,0,0,0,
"Pavitas","Valles alto Calima y alto y medio del Cauca","Cardale de Schrimpff, 1986",3.668367,-76.551683,0,0,0,0,0,0,
"Primavera","Valles alto Calima y alto y medio del Cauca","Bray, 1980",3.528831,-76.454128,0,0,0,0,0,0,
"El Tugurio","","Mora, & Cavelier, 1985",3.4537,-73.710983,0,0,0,0,0,0,
"Irique","","Mora, & Cavelier, 1985",3.478439,-73.662125,0,0,0,0,0,0,
"Güéjar","","Mora, & Cavelier, 1985",3.478439,-73.754203,0,0,0,0,0,0,
"Cunimia","","Mora, & Cavelier, 1985",3.076286,-73.554878,0,0,0,0,0,0,
"Acacías","","Mora, & Cavelier, 1985",3.939958,-73.826519,0,0,0,0,0,0,
"Barranca- Puerto Wilches a 115kV, CMS 02-03","","Cuervo Torres, 2018",7.125969,-73.852117,0,0,0,0,0,0,
"Barranca- Puerto Wilches a 115kV, CMS 04-06","","Cuervo Torres, 2018",7.127603,-73.851425,0,0,0,0,0,0,
"Barranca- Puerto Wilches a 115kV, CMS 10","","Cuervo Torres, 2018",7.131792,-73.844728,0,0,0,0,0,0,
"Barranca- Puerto Wilches a 115kV,  HSS01- CMS11","","Cuervo Torres, 2018",7.137886,-73.841194,0,0,0,0,0,0,
"Barranca- Puerto Wilches a 115kV, CMS12-13/ HSS 02","","Cuervo Torres, 2018",7.138933,-73.839989,0,0,0,0,0,0,
"Acordionero 4, PS54","","Rubiano Carvajal, 2018",7.94535,-73.566539,0,0,0,0,0,0,
"Barbacoas, Yacimiento 1","","Muñoz Zea, 2018",7.034889,-75.926342,0,0,0,0,0,0,
"Barbacoas, Yacimiento 2","","Muñoz Zea, 2018",7.034731,-75.925267,0,0,0,0,0,0,
"Barbacoas, Yacimiento 3","","Muñoz Zea, 2018",7.033864,-75.924717,0,0,0,0,0,0,
"Barbacoas, Yacimiento 4","","Muñoz Zea, 2018",7.033067,-75.924256,0,0,0,0,0,0,
"Barbacoas, Yacimiento 5","","Muñoz Zea, 2018",7.032558,-75.923678,0,0,0,0,0,0,
"Barbacoas, Yacimiento 6","","Muñoz Zea, 2018",7.032531,-75.922936,0,0,0,0,0,0,
"Barbacoas, Yacimiento 7","","Muñoz Zea, 2018",7.031764,-75.923672,0,0,0,0,0,0,
"Barbacoas, Yacimiento 8","","Muñoz Zea, 2018",7.032311,-75.922847,0,0,0,0,0,0,
"Barbacoas, Yacimiento 9","","Muñoz Zea, 2018",7.032867,-75.923697,0,0,0,0,0,0,
"Barbacoas, Yacimiento 10","","Muñoz Zea, 2018",7.031453,-75.923231,0,0,0,0,0,0,
"Barbacoas, Yacimiento 11","","Muñoz Zea, 2018",7.030928,-75.923686,0,0,0,0,0,0,
"Universidad Santo Tomas, Hallazgo","Altiplano Cundiboyacense","Corredor Osorio, 2018",5.551511,-73.345569,0,0,0,0,0,0,
"Tempranillo 3, Área de Ocupación 1","","Alarcón Guevara, 2018",3.1,-75.300833,0,0,0,0,0,0,
"Tempranillo 3, Área de Ocupación 2","","Alarcón Guevara, 2018",3.101667,-75.299444,0,0,0,0,0,0,
"Mesa de Los Santos-Los Teres Corte 1","","Cadavid, 1984",6.747528,-73.135867,0,0,0,0,0,0,
"Tempranillo 3, Área de Ocupación 3","","Alarcón Guevara, 2018",3.115833,-75.299167,0,0,0,0,0,0,
"Tempranillo 3, Área de Ocupación 4","","Alarcón Guevara, 2018",3.118631,-75.295678,0,0,0,0,0,0,
"Tempranillo 3, Área de Ocupación 5","","Alarcón Guevara, 2018",3.112625,-75.299886,0,0,0,0,0,0,
"Peñones de Bogotá","Magdalena medio","Lopez Castaño, 1993",6.408436,-74.381142,0,0,0,0,0,0,
"Parque Eólico Alpha, Yacimiento 1","","Montoya Agudelo, 2018",11.498611,-72.126111,0,0,0,0,0,0,
"Parque Eólico Alpha, Yacimiento 2","","Montoya Agudelo, 2018",11.498056,-72.154444,0,0,0,0,0,0,
"Parque Eólico Alpha, Yacimiento 3","","Montoya Agudelo, 2018",11.483611,-72.143889,0,0,0,0,0,0,
"Parque Eólico Alpha, Yacimiento 4","","Montoya Agudelo, 2018",11.4875,-72.174722,0,0,0,0,0,0,
"Parque Eólico Alpha, PIA 1","","Montoya Agudelo, 2018",11.488056,-72.130833,0,0,0,0,0,0,
"Parque Eólico Alpha, PIA 2","","Montoya Agudelo, 2018",11.478056,-72.130556,0,0,0,0,0,0,
"Parque Eólico Alpha, PIA 3","","Montoya Agudelo, 2018",11.496667,-72.1575,0,0,0,0,0,0,
"Parque Eólico Alpha, PIA 4","","Montoya Agudelo, 2018",11.477778,-72.143056,0,0,0,0,0,0,
"Parque Eólico Alpha, PIA 5","","Montoya Agudelo, 2018",11.51,-72.185833,0,0,0,0,0,0,
"Parque Eólico Alpha, PIA 6","","Montoya Agudelo, 2018",11.496389,-72.170556,0,0,0,0,0,0,
"Parque Eólico Alpha, PIA 7","","Montoya Agudelo, 2018",11.460556,-72.180278,0,0,0,0,0,0,
"Los Cerezos, Hallazgos","Altiplano Cundiboyacense","López Ponce de León,  2018",4.855556,-74.073333,0,0,0,0,0,0,
"El Zorro, Hallazgos Sector 1 ","","Ruíz Álvarez, 2018",4.390278,-75.144167,0,0,0,0,0,0,
"El Zorro, Hallazgos Sector 5","","Ruíz Álvarez, 2018",4.387778,-75.140556,0,0,0,0,0,0,
"El Zorro, Yacimiento 1- Sector 7","","Ruíz Álvarez, 2018",4.383611,-75.139722,0,0,0,0,0,0,
"El Zorro, Yacimiento 2- Sector 7","","Ruíz Álvarez, 2018",4.385278,-75.139444,0,0,0,0,0,0,
"El Zorro, Hallazgos Sector 8","","Ruíz Álvarez, 2018",4.386111,-75.138889,0,0,0,0,0,0,
"Pacífico 3, Hallazgos","Valles alto Calima y alto y medio del Cauca","Franco Encizo, 2018",5.064722,-75.618333,0,0,0,0,0,0,
"Piedras Blancas, UIA 1","Magdalena medio","Gómez Londoño, 2018",3.258889,-75.452222,0,0,0,0,0,0,
"Piedras Blancas, UIA 3","Macizo Antioqueño","Gómez Londoño, 2018",6.256944,-75.455556,0,0,0,0,0,0,
"Piedras Blancas, UIA 5","Macizo Antioqueño","Gómez Londoño, 2018",6.254444,-75.455833,0,0,0,0,0,0,
"Muros y Canales de Piedras Blancas","Macizo Antioqueño","Gómez Londoño, 2018",6.281111,-75.496111,0,0,0,0,0,0,
"Hallazgos, Laguna Piapoco","","Chacín Lara,, 2018",4.898314,-71.148658,0,0,0,0,0,0,
"Hallazgos, Flor Amarillo","","Chacín Lara, 2018",4.9149,-71.136058,0,0,0,0,0,0,
"Hallazgos, La María","","Chacín Lara, 2018",4.914431,-71.135903,0,0,0,0,0,0,
"TQYA001, Cráneo de Vaca","","Sepúlveda Giraldo, 2018",8.051339,-73.590572,0,0,0,0,0,0,
"TQYA002, El Muladar","","Sepúlveda Giraldo, 2018",8.042114,-73.596867,0,0,0,0,0,0,
"TQYA003, Bufogrande","","Sepúlveda Giraldo, 2018",8.021128,-73.593006,0,0,0,0,0,0,
"La Belleza, PB247","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Molano Culma, & Nieto Amaya, 2018",9.880278,-74.628611,0,0,0,0,0,0,
"La Virginia - Nueva Esperanza, A230","Valles alto Calima y alto y medio del Cauca","Rivas Estrada, 2018",4.853611,-75.853889,0,0,0,0,0,0,
"La Virginia - Nueva Esperanza, G130","Valles alto Calima y alto y medio del Cauca","Rivas Estrada, 2018",4.852222,-75.854167,0,0,0,0,0,0,
"La Virginia - Nueva Esperanza, F10 Y 30","Valles alto Calima y alto y medio del Cauca","Rivas Estrada, 2018",4.851389,-75.853333,0,0,0,0,0,0,
"Parque Fotovoltaico Sincé, SA-PFS-01","","Sánchez Urriago,  2018",9.227167,-75.112167,0,0,0,0,0,0,
"Parque Fotovoltaico Sincé, SA-PFS-02","","Sánchez Urriago,  2018",9.226111,-75.114861,0,0,0,0,0,0,
"Parque Fotovoltaico Sincé, SA-PFS-03","","Sánchez Urriago,  2018",9.225444,-75.113806,0,0,0,0,0,0,
"Parque Fotovoltaico Sincé, SA-PFS-04","","Sánchez Urriago,  2018",9.223361,-75.111556,0,0,0,0,0,0,
"Parque Fotovoltaico Sincé, SA-PFS-05","","Sánchez Urriago,  2018",9.217806,-75.112278,0,0,0,0,0,0,
"Parque Fotovoltaico Sincé, SA-PFS-06","","Sánchez Urriago,  2018",9.217389,-75.113556,0,0,0,0,0,0,
"Sur de Campo Acordionero, Sitio 1 ","","Rubiano Carvajal, 2018",7.943222,-73.563903,0,0,0,0,0,0,
"Sur de Campo Acordionero, Sitio 3","","Rubiano Carvajal, 2018",7.942408,-73.565128,0,0,0,0,0,0,
"Jongovito","","Groot de Mahecha, & Hooykaas, 1991",1.185003,-77.288347,0,0,0,0,0,0,
"Hacienda Casablanca Área 2","","Bernal Arévalo, 2017",1.186475,-77.452853,0,0,0,0,0,0,
"Zodme Caucana, Yacimiento 1","","Restrepo Lotero, 2018",5.762569,-75.607181,0,0,0,0,0,0,
"Zodme Caucana, Yacimiento 2","","Restrepo Lotero, 2018",5.763392,-75.605942,0,0,0,0,0,0,
"Zodme Caucana, Punto de Hallazgo 1 ","","Restrepo Lotero, 2018",5.762767,-75.605692,0,0,0,0,0,0,
"Zodme Talabera, Punto de Hallazgo 1","","Restrepo Lotero, 2018",5.826089,-75.713531,0,0,0,0,0,0,
"Zodme Talabera, Punto de Hallazgo 2","","Restrepo Lotero, 2018",5.826044,-75.714614,0,0,0,0,0,0,
"230 kv Chinú - Montería, CHIMON-06","","Nivia Vargas, 2018",8.978333,-75.548056,0,0,0,0,0,0,
"230 kv Chinú - Montería, CHIMON-09","Macizo Antioqueño","Nivia Vargas, 2018",5.763611,-75.841667,0,0,0,0,0,0,
"230 kv Chinú - Montería, CHIMON-01","","Nivia Vargas, 2018",9.077222,-75.459167,0,0,0,0,0,0,
"230 kv Chinú - Montería, CHIMON-02","","Nivia Vargas, 2018",9.065,-75.470833,0,0,0,0,0,0,
"230 kv Chinú - Montería, CHIMON-03","","Nivia Vargas, 2018",9.04,-75.495278,0,0,0,0,0,0,
"230 kv Chinú - Montería, CHIMON-04","","Nivia Vargas, 2018",9.038056,-75.5,0,0,0,0,0,0,
"230 kv Chinú - Montería, CHIMON-05","","Nivia Vargas, 2018",9.010833,-75.523056,0,0,0,0,0,0,
"230 kv Chinú - Montería, CHIMON-07","","Nivia Vargas, 2018",8.958056,-75.58,0,0,0,0,0,0,
"230 kv Chinú - Montería, CHIMON-10","","Nivia Vargas, 2018",8.760556,-75.844167,0,0,0,0,0,0,
"230 kv Chinú - Montería, CHIMON-11","","Nivia Vargas, 2018",8.755833,-75.856389,0,0,0,0,0,0,
"230 kv Chinú - Montería, CHIMON-08","","Nivia Vargas, 2018",8.955556,-75.580278,0,0,0,0,0,0,
"REX 01 - REX NE 01, Puntos de Hallazgo","","Cuéllar Sánchez, 2017",6.825164,-71.204344,0,0,0,0,0,0,
"Yacimiento 1","Macizo Antioqueño","Bran Perez, 2018",6.165108,-75.565872,0,0,0,0,0,0,
"Medellín -La Virginia, H1","","Cardona Velásquez, 2017",6.140297,-75.741356,0,0,0,0,0,0,
"Medellín -La Virginia, H2","Macizo Antioqueño","Cardona Velásquez, 2017",6.140297,-75.663881,0,0,0,0,0,0,
"Medellín -La Virginia, H3","Macizo Antioqueño","Cardona Velásquez, 2017",6.044433,-75.668075,0,0,0,0,0,0,
"Medellín -La Virginia, H4","","Cardona Velásquez, 2017",5.953044,-75.598803,0,0,0,0,0,0,
"Medellín -La Virginia, H5","","Cardona Velásquez, 2017",5.843147,-75.539903,0,0,0,0,0,0,
"Medellín -La Virginia, H7","","Cardona Velásquez, 2017",5.626056,-75.551297,0,0,0,0,0,0,
"Medellín -La Virginia, H8","","Cardona Velásquez, 2017",5.621383,-75.553511,0,0,0,0,0,0,
"Medellín -La Virginia, H9","","Cardona Velásquez, 2017",5.528075,-75.559314,0,0,0,0,0,0,
"Medellín -La Virginia, H10","","Cardona Velásquez, 2017",5.427669,-75.573061,0,0,0,0,0,0,
"Medellín -La Virginia, H11","","Cardona Velásquez, 2017",5.39105,-75.591,0,0,0,0,0,0,
"Medellín -La Virginia, H12","","Cardona Velásquez, 2017",5.353728,-75.601181,0,0,0,0,0,0,
"Medellín -La Virginia, H13","","Cardona Velásquez, 2017",5.300703,-75.606403,0,0,0,0,0,0,
"Medellín -La Virginia, H14","","Cardona Velásquez, 2017",5.323575,-75.604881,0,0,0,0,0,0,
"Medellín -La Virginia, H15","Valles alto Calima y alto y medio del Cauca","Cardona Velásquez, 2017",5.220469,-75.618833,0,0,0,0,0,0,
"Medellin -La Virginia, H16","","Cardona Velásquez, 2017",5.442625,-75.573,0,0,0,0,0,0,
"Medellin -La Virginia, H17","","Cardona Velásquez, 2017",5.320211,-75.60505,0,0,0,0,0,0,
"Medellín - La Virginia, H18","Macizo Antioqueño","Cardona Velásquez, 2017",6.044683,-75.668031,0,0,0,0,0,0,
"Medellín - La Virginia, H19","Valles alto Calima y alto y medio del Cauca","Cardona Velásquez, 2017",5.245439,-75.611667,0,0,0,0,0,0,
"Medellín - La Virginia, H21","","Cardona Velásquez, 2017",5.302558,-75.606464,0,0,0,0,0,0,
"Medellín - La Virginia, H22","Valles alto Calima y alto y medio del Cauca","Cardona Velásquez, 2017",5.203917,-75.619692,0,0,0,0,0,0,
"Medellín - La Virginia, H23","Valles alto Calima y alto y medio del Cauca","Cardona Velásquez, 2017",5.160139,-75.650556,0,0,0,0,0,0,
"Medellín - La Virginia, H24","Valles alto Calima y alto y medio del Cauca","Cardona Velásquez, 2017",5.173139,-75.641358,0,0,0,0,0,0,
"Medellín - La Virginia, H26","Valles alto Calima y alto y medio del Cauca","Cardona Velásquez, 2017",5.181417,-75.635581,0,0,0,0,0,0,
"Medellín -La Virginia, Y1","","Cardona Velásquez, 2017",6.162222,-75.748889,0,0,0,0,0,0,
"Medellín - La Virginia, H27","Valles alto Calima y alto y medio del Cauca","Cardona Velásquez, 2017",5.140747,-75.650889,0,0,0,0,0,0,
"Medellín -La Virginia, Y2","Macizo Antioqueño","Cardona Velásquez, 2017",6.055278,-75.674722,0,0,0,0,0,0,
"Medellín - La Virginia, H28","Valles alto Calima y alto y medio del Cauca","Cardona Velásquez, 2017",5.122942,-75.653325,0,0,0,0,0,0,
"Medellín -La Virginia, Y3","","Cardona Velásquez, 2017",5.497778,-75.561111,0,0,0,0,0,0,
"Medellín -La Virginia, Y4","","Cardona Velásquez, 2017",6.011667,-75.657222,0,0,0,0,0,0,
"Medellín - La Virginia, H29","Valles alto Calima y alto y medio del Cauca","Cardona Velásquez, 2017",5.119444,-75.654556,0,0,0,0,0,0,
"Medellín - La Virginia, H30","Valles alto Calima y alto y medio del Cauca","Cardona Velásquez, 2017",5.146358,-75.650581,0,0,0,0,0,0,
"Medellín - La Virginia, H31","Valles alto Calima y alto y medio del Cauca","Cardona Velásquez, 2017",5.107278,-75.668081,0,0,0,0,0,0,
"Medellín -La Virginia, Y5","","Cardona Velásquez, 2017",5.735833,-75.566111,0,0,0,0,0,0,
"Medellín - La Virginia, H32","Valles alto Calima y alto y medio del Cauca","Cardona Velásquez, 2017",5.106161,-75.670311,0,0,0,0,0,0,
"Medellín -La Virginia, Y6","","Cardona Velásquez, 2017",5.608056,-75.555833,0,0,0,0,0,0,
"Medellín - La Virginia, H33","Valles alto Calima y alto y medio del Cauca","Cardona Velásquez, 2017",5.093056,-75.692614,0,0,0,0,0,0,
"Medellín - La Virginia, H34","Valles alto Calima y alto y medio del Cauca","Cardona Velásquez, 2017",5.113556,-75.665469,0,0,0,0,0,0,
"Medellín -La Virginia, Y7","","Cardona Velásquez, 2017",5.700556,-75.56,0,0,0,0,0,0,
"Medellín - La Virginia, H35","Valles alto Calima y alto y medio del Cauca","Cardona Velásquez, 2017",5.071139,-75.728192,0,0,0,0,0,0,
"Medellín - La Virginia, H36","Valles alto Calima y alto y medio del Cauca","Cardona Velásquez, 2017",5.052831,-75.746831,0,0,0,0,0,0,
"Medellín - La Virginia, H37","Valles alto Calima y alto y medio del Cauca","Cardona Velásquez, 2017",4.942417,-75.807247,0,0,0,0,0,0,
"Medellín -La Virginia, Y8","","Cardona Velásquez, 2017",5.641944,-75.552778,0,0,0,0,0,0,
"Medellín - La Virginia, H38","Valles alto Calima y alto y medio del Cauca","Cardona Velásquez, 2017",4.987192,-75.776111,0,0,0,0,0,0,
"Medellín - La Virginia, H39","Valles alto Calima y alto y medio del Cauca","Cardona Velásquez, 2017",4.909975,-75.807764,0,0,0,0,0,0,
"Medellín -La Virginia, Y9","","Cardona Velásquez, 2017",5.603611,-75.555278,0,0,0,0,0,0,
"Medellín - La Virginia, H41","","Cardona Velásquez, 2017",5.874186,-75.549644,0,0,0,0,0,0,
