Contador,Autor,Año,Título,Publicado,Area
5392,"Rojas, Sneider; Francisco Romano; Ninfa Quintero; Fernando Montejo",2001,"Estudios arqueológicos en Nueva Ciudad Milagro (armenia), Llanitos de Guaralá (Calarcá), Ciudadela cpmpartir (Montenegro) y Cuidadela El Sueño (Quimbaya), Departamento del Quindío.","Arqueología preventiva en el eje cafetero. Reconocimiento y rescate arqueológico en los municipios jurisdicción del Fondo, FOREC.Vol XI.Patrimnio Arqueológico en el ordenamiento territorial. P 141-172 Instituto Colombiano de Antropología e Historia.",Arqueología Colombiana
5267,"Rojas, Ulises",1965,El cacique de Turmequé y su época.,"Imprenta Departamental, Tunja.",Arqueología Colombiana
4847,"Rojas, Ulises",1965,De dónde le viene el nombre a la ciudad de Tunja.,"Repertorio Boyacense, 5(242-243):2309-2311.",Arqueología Colombiana
36201,"Rojas-Sepúlveda, Claudia; Martín, Juan Guillermo",2015,"Bioarqueología del Bajo Magdalena, norte de Colombia, América del Sur","Revista Colombiana de Antropología, 51(2): 89-120.",Arqueología Colombiana
6176,"Roman, Gustavo",1985,Primera campaña de investigaciones arqueología prehispánica en el Municipio de Necocli.,"Informe trabajo de campo. Universidad de Antioquia, trabajo de campo, Medellín. Inédito.",Arqueología Colombiana
4881,"Romano, Francisco",1999,"Agregación y Dispersión Poblacional: Familia Compuesta o Nuclear en Cacicazgos del Periodo Clásico Regional en San Agustín, Colombia?","Ponencia presentada a : I Congreso de arqueología en Colombia: La Arqueología Colombiana Ante los Nuevos Paradigmas del Siglo XXI. Sociedad Colombiana de Arqueología - Universidad de Caldas Manizales, 28 al 30 de octubre de 1999.",Arqueología Colombiana
5655,"Romano, Francisco",1997,Investigaciones arqueológicas en el Municipio de Isnos (Huila). Aproximaciones a la estructura familiar y la economía doméstica en los inicios del Clásico Regional.,"Tesis, Departamento de Antropología, Universidad Nacional de Colombia, Bogotá. Inédito.",Arqueología Colombiana
5408,"Romano, Francisco & Gaspar Morcote",1999,Evidencia Arqueológica de  Prestoea Acuminata (willd.) h. e. Moore (Palmae) en Yacimientos del Reciente Agustiniano.,"Simposio pueblos y ambientes: una mirada al pasado precolombino, ed., Gaspar Morcote, pp 153-162 . Academia Colombiana de Ciencias Exactas, Físicas y naturales. Editorial Guadalupe.",Arqueología Colombiana
36048,"Romano-Gómez, Francisco Ernesto",2013,Changing bases of power: the transition from Regional Classic to recent in the Alto Magdalena (Colombia),"Submitted to the Graduate Faculty of The Dietrich School of Arts and Sciences in partial fulfillment of the requirements for the degree of
Doctor of Philosophy University of Pittsburgh",Arqueología Colombiana
35962,"Romero Arateco, Wílliam Mauricio",1998,Mal de Pott en momia de la colección del museo arqueológico Marqués de San Jorge,"Maguaré, 13: 99-115.",Arqueología Colombiana
4970,"Romero, Yuri",1994,Aplicación de las técnicas paleoetnobotánicas al problema de la subsistencia en la parte baja de los ríos Calima y San Juan,"Tesis de Grado Universidad Nacional de Colombia (Inédito), Bogotá.",Arqueología Colombiana
5560,"Romero, Yuri",1995,"Hombres cosechadores del bosque pluvial bajo del Choco, estudio paleoetnobotánico.","Revista Colombiana de Antropología, 32:197-218.",Arqueología Colombiana
5578,"Romero, Yuri",1996,Informe de análisis de macro-restos vegetales.,"Rescate Arqueológico de los sitios hacienda Valparaiso (km 196-197), hacienda La Giralda (km 198-201) y Terrazas Río Negro (km 1208-209) del tramo comprendido entre Vasconia y Puerto Salgar del Gasoducto Centro Oriente. Ecopetrol, Bogotá. Inédito.",Arqueología Colombiana
5588,"Romero, Yuri",1996,Informe de separación y análisis de macro-restos vegetales para el proyecto Rescate Arqueológico en el tramo Vasconia - Puerto Salgar del Gasoducto Centro-Oriente.,Rescate Arqueológico en el tramo Vasconia - Puerto Salgar del Gasoducto Centro-Oriente. Ecopetrol. Inédito.,Arqueología Colombiana
5576,"Romero, Yuri",1999,"Informe de Actividades de Campo del Monitoreo y Rescates Arqueológicos en el Poliducto de Oriente, Sector I (Estación Sebastopol a Estación Santa Rosa).","Consorcio CEI Ltda.-SMA Ltda., Bogotá. Inédito",Arqueología Colombiana
5594,"Romero, Yuri",1997,"Informe final del monitoreo y salvamento arqueológico  del Gasoducto Centro - Oriente, sector I Barrancabermeja - Lérida.","Unión Temporal de Empresas y ecopetrol, (Inédito), Bogotá.",Arqueología Colombiana
6281,"Romero, Yuri",1995,Reconocimiento y prospección arqueológica. Gasoducto Centro-Oriente (Barrancabermeja - Gualanday - Montañuelo).,"Instituto Colombiano de Antropología. Ecopetrol, Bogotá. Inédito.",Arqueología Colombiana
5871,"Romoli, Kathleen",1979,Las tribus de la antigua jurisdicción de Pasto en el siglo XVI.,"Revista Colombiana de Antropología, 21:11-55.",Arqueología Colombiana
8938,"Rosique Gracia, Javier",2003,Contribución de Graciliano Arcila Vélez al conocimiento bioantropológico de la población amerindia nativa colombiana.,"Construyendo el pasado. Cincuenta años de arqueología en Antioquia, ed.,Sofía Botero, pp 41-70. Boletín de Antropología, Universidad de Antioquia, edición especial.",Arqueología Colombiana
5989,"Rozo, José",1990,Minas de oro y plata en el territorio Muisca,"Boletín del Museo del Oro, 27:77-83.",Arqueología Colombiana
5929,"Rozo, José",1978,Los Muiscas. Organización social y régimen político.,"Suramericana, Bogotá.",Arqueología Colombiana
4851,"Rozo, José",1983,¿Paleoindio o comunidad primitiva?,"Boletín de Antropología, 5:321-331.",Arqueología Colombiana
6675,"Rozo, José Manuel",1990,Una aproximacion al conocimiento arqueológico de la zona de confluencia de los ríos Bogotá  y Magdalena,"Boletín del Museo del Oro, 27:85-97.",Arqueología Colombiana
3965,"Rubiano Gracía, Ezequiel",2015,"Rescate y excavación del hallazgo de la terraza de las Banderas, predio base militar la Cristalina. Una terraza en el Putumayo con 3400 años de historia.",Programa de arqueología preventiva. informe final monitoreo arqueológico del movimiento de tierras del proyecto “incremento de capacidad de almacenamiento de estación orito (putumayo)”.,Arqueología Colombiana
35903,"Rueda Enciso, José Eduardo",2009,Juan Friede y el desarrollo de la antropología histórica y el indigenismo,"Arqueología y etnología en Colombia: la creación de una tradición científica, eds., Carl Henrik Langebaek & Clara Isabel Botero, pp 241-268. Bogotá: Universidad de los Andes, Facultad de Ciencias Sociales, CESO, Ediciones Uniandes",Arqueología Colombiana
6195,"Ruiz, Fernando",1994,Prospección arqueológica de la vertiente oriental del parque de los nevados (Departamento del Tolima),"Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
6118,"Ruiz, Jorge",1994,Pautas funerarias en el proceso historico de San Agustin. Rescate de un patrimonio funerario con la comunidad de Obando -San Agustin. Huila.,"Revista del Instituto Huilense de Cultura, 1(3):5-80.",Arqueología Colombiana
5306,"Ruiz, Jorge Armando",1999,El patrimonio arqueológico local y la participación comunitaria en Obando- San Agustín-Huila.,"Ponencia presentada a : I Congreso de arqueología en Colombia: La Arqueología Colombiana Ante los Nuevos Paradigmas del Siglo XXI. Sociedad Colombiana de Arqueología - Universidad de Caldas Manizales, 28 al 30 de octubre de 1999.",Arqueología Colombiana
5347,"Ruiz, Julian",1975,Encomienda y mita en Nueva Granada.,Escuela de Estudios hispano Americanos de Sevilla. Consejo superior de Investigaciones cientificas. Sevilla.,Arqueología Colombiana
5901,"Sáenz, Juanita",1990,"Los antiguos alfareros del bajo valle de Tenza, poblamiento y manufacturas.","Boletín del Museo del Oro, 27:37-53.",Arqueología Colombiana
5834,"Sáenz, Juanita",1999,Las Aguilas Doradas.  El Motivo de las Aves con Alas Desplegadas en la Orfebrería Tairona.,"Ponencia presentada a : I Congreso de arqueología en Colombia: La Arqueología Colombiana Ante los Nuevos Paradigmas del Siglo XXI. Sociedad Colombiana de Arqueología - Universidad de Caldas Manizales, 28 al 30 de octubre de 1999.",Arqueología Colombiana
6015,"Sáenz, Juanita",1993,Mujeres de barro: estudio de las figuras cerámicas de Montelíbano.,"Boletín del Museo del Oro, 34-35:77-109.",Arqueología Colombiana
5647,"Sáenz, Juanita",1986,Investigaciones arqueológicas en el bajo valle de Tenza-Boyacá.,"Boletín de Arqueología, 1(2):39-43.",Arqueología Colombiana
5646,"Sáenz, Juanita",1986,Investigaciones arqueológicas en el bajo Valle de Tenza.,"Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
6670,"Sáenz, Juanita & Marianne Cardale",1990,Un molde para fundir granulos de oro encontrado en Calima.,"Boletín del Museo del Oro, 24:121-122.",Arqueología Colombiana
5474,"Salamanca, Luis Manuel",1984,Exploraciones arqueológicas en la Bota Caucana.,"Tesis de Grado Universidad Nacional de Colombia (Inédito), Bogotá.",Arqueología Colombiana
5674,"Salamanca, Luis Manuel",1985,Investigaciones arqueológicas en la Bota Caucana.,"Proyectos de investigación realizados entre 1972 - 1984 (Resúmenes), pp. 106-107. Fundación de Investigaciones Arqueológicas Nacionales, Banco de la República. Bogotá.",Arqueología Colombiana
10183,"Salas Medellín, Rocío",2007,"Reflexiones sobre “Las mujeres de barro”. Una aproximación interpretativa desde la arqueología de la identidad, el género y el arte en el contexto del paisaje.","International Journal of South American Archaeology, 1:58-65.",Arqueología Colombiana
6327,"Salgado, Hector",1997,Rescate arqueológico en los municipios de Montenegro (Quindío) y Bugalagrande (Valle del Cauca).,"ECOPETROL, Gerencia Plan Nacional de Gas Natural, Bogotá. Inédito",Arqueología Colombiana
5159,"Salgado, Hector",1996,Asentamientos y enterramientos prehispánicos tardíos en el norte del Valle del Cauca y en el Quindío.,"ECOPETROL, Gerencia Plan Nacional de Gas Natural, Bogotá .Inédito",Arqueología Colombiana
5475,"Salgado, Hector",1998,Exploraciones arqueológicas en la Cordillera Central. Roncesvalles - Tolima.,Sin información adicional.,Arqueología Colombiana
5148,"Salgado, Héctor",1984,Asentamientos prehispánicos en el noroccidente del departamento del Valle del Cauca.,"Fundación de Investigaciones Arqueológicas del Banco de la República, Bogotá.",Arqueología Colombiana
5462,"Salgado, Héctor",1988,"Excavations in prehispanic settlement sities at Jiguales, Calima (second season).",Pro Calima. Achäologisches Projekt im westlichen Kolumbien/Südamerika,Arqueología Colombiana
5975,"Salgado, Héctor",1989,Medio ambiente y asentamientos humanos prehispánicos en el Calima medio.,"Instituto Vallecaucano de Investigaciones Científicas, INCIVA. Cali.",Arqueología Colombiana
5141,"Salgado, Héctor",1990,"Asentamientos precerámicos en el alto y medio Calima, Cordillera Occidental, Colombia.","Cespedesia, 16-17 (57-58):139-162.",Arqueología Colombiana
5643,"Salgado, Héctor",1985,Investigaciones arqueológicas en el área del proyecto hidroeléctrico Calima III.,"Instituto Vallecaucano de Investigaciones Científicas,INCIVA  Cali. Inédito.",Arqueología Colombiana
5316,"Salgado, Héctor",1995,"El precerámico en el cañón del río Calima, Cordillera Occidental.","Ambito y ocupaciones tempranas de la América tropical, eds., Inés Cavelier y Santiago Mora. pp 91-97. Erigaie -ICAN, Bogotá.",Arqueología Colombiana
5143,"Salgado, Héctor",1986,Asentamientos prehispánicos en el  noroccidente del Valle del Cauca.,"Fundación de Investigaciones Arqueológicas nacionales, Banco de la República. Bogotá.",Arqueología Colombiana
5664,"Salgado, Héctor",1993,Investigaciones arqueológicas en el poblado prehispánico de Jiguales-Calima (segunda temporada).,"La vivienda prehispánica Calima,  pp. 55-176. Instituto Vallecaucano de Investigaciones Científicas INCIVA",Arqueología Colombiana
5650,"Salgado, Héctor",1986,"Investigaciones arqueológicas en el curso medio del río Calima, cordillera occidental, Colombia.","Boletín de Arqueología, 1(2):3-15.",Arqueología Colombiana
6181,"Salgado, Héctor & Alba Nelly Gómez",2001,Procesos Culturales y Eventos Naturales en la Cordillera Central del Tolima.,"Simposio pueblos y ambientes: una mirada al pasado precolombino. Editado por Gaspar Morcote, pp 243-273 . Academia Colombiana de Ciencias Exactas, Físicas y naturales. Editorial Guadalupe.",Arqueología Colombiana
5223,"Salgado, Héctor & Carlos Armando Rodríguez",1994,Diez mil años del Valle del Cauca: una historia en construcción. Catálogo para una exposición,"INCIVA, Museo Nacional de Colombia.",Arqueología Colombiana
5837,"Salgado, Héctor & Carlos Armando Rodríguez",1990,Las costumbres funerarias prehispánicas en el curso alto del río Calima,"Boletín del Museo del Oro, 24:123-127.",Arqueología Colombiana
4895,"Salgado, Héctor & David M. Stemper",1991,Alfareria prehispánica temprana entre la bahía de Buenaventura y el bajo río San Juan.,"Boletín de Arqueología, 6(2):25-55.",Arqueología Colombiana
6117,"Salgado, Héctor y Alba Nelly Gómez",2000,Pautas de asentamiento prehispánico en Cajamarca-Tolima.,"Fundación de Investigaciones rqueológicas Nacionales, Santa fe de Bogotá",Arqueología Colombiana
5672,"Salgado, Héctor, Carlos Armando Rodríguez & Vladimir Bahilov",1984,"Investigaciones arqueológicas en Jiguales, Departamento del Valle del Cauca.","Informe entregado Instituto Valle Caucano de Investigaciones Científicas, Darién. Inédito.",Arqueología Colombiana
5663,"Salgado, Héctor, Carlos Armando Rodríguez & Vladimir Bahilov",1993,Investigaciones arqueológicas en el poblado prehispánico de Jiguales-Calima (primera temporada).,"La vivienda prehispánica Calima, pp, 18-53. Instituto Vallecaucano de Investigaciones Científicas INCIVA",Arqueología Colombiana
6335,"Salgado, Héctor; Alba Gómez  & Judith Hernández",1997,Rescate arqueológico. Subestación San Felipe - Tolima. Armero - Guayabal.,Medellín: Intereconexión Eléctrica S.A. E.S.P. Inédito.,Arqueología Colombiana
6454,"Salgado, Héctor; Alba Gómez & Judith Hernández",1998,Subestación San Felipe - Tolima.,Arqueología en estudios de impacto ambiental. Volumen 2. Pp. 161-169. Medellín: ISA.,Arqueología Colombiana
8945,"Salgado, Héctor; Alba Nelly Gómez; Ricardo Rivera; Gloria Rivera; Judith Hernández",2006,"Antiguos pobladores en el valle del Magdalena Tolimense, Espinal-Colombia.","Universidad del Tolima. Ediciones Aquelarre, Centro Cultural Universidad del Tolima.",Arqueología Colombiana
5832,"Salgado, Héctor; Carlos Armando Rodríguez & Vladimir Aleksandrovich Bashilov",1993,La vivienda Prehispánica Calima,"Instituto Vallecaucano de Investigaciones Científicas, INCIVA. Cali.",Arqueología Colombiana
6447,"Salgado, Héctor; David Stemper & Franz R. Flórez Fuya",1995,Sociedades complejas en el litoral Pacífico: fragmentos de historia reconsiderados desde la Bocana.,"Perspectivas regionales en la arqueología del suroccidente de Colombia y norte del Ecuador, ed., Cristóbal Gnecco,  pp. 130-163. Editorial Universidad del Cauca, Popayán.",Arqueología Colombiana
6039,"Salgado, Héctor; O. Osorio & J. Gutierrez",1986,Nuevas fechas para el área arqueológica Calima.,"Boletín de Arqueología, 1:(1):42-49",Arqueología Colombiana
6663,"Salomon, Frank",1988,Un complejo de mercaderes en el norte andino bajo la dominación de los Incas,"Revista de Antropología y Arqueología, Universidad de los Andes, 4(2):105-126.",Arqueología Colombiana
5112,"Samper, Liliana & Marcela Torres",1977,Arqueología y etnohistoria en el altiplano de Ipiales,"Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
5251,"Sampson, E; S. Fleming &  W. Bray",1976,Edad de la cerámica colombiana del estilo Yotoco revelada por termoluminiscencia.,"Cespedesia, 5(17-18):79-88.",Arqueología Colombiana
5090,"Sánchez, Carlos Augusto",1991,Arqueología del Valle de Timaná (Huila).,"Fundación de Investigaciones Arqueológicas Nacionales, Banco de la República, Bogotá.",Arqueología Colombiana
36204,"Sánchez, Carlos Augusto",2015,Producción agrícola y organización política en las sociedades prehispánicas del Alto Magdalena,"Revista Colombiana de Antropología, 51(2): 209-240.",Arqueología Colombiana
4887,"Sánchez, Carlos Augusto",1999,Agricultura Intensiva y Delimitación Territorial.,"Ponencia presentada a : I Congreso de arqueología en Colombia: La Arqueología Colombiana Ante los Nuevos Paradigmas del Siglo XXI. Sociedad Colombiana de Arqueología - Universidad de Caldas Manizales, 28 al 30 de octubre de 1999.",Arqueología Colombiana
4888,"Sánchez, Carlos Augusto",2000,"Agricultura intensiva, dinámica de población y acceso diferencial a la tierra en el Alto Magdalena.","Arqueología del Area Intermedia, 2:69-98",Arqueología Colombiana
6207,"Sánchez, Carlos Augusto",1986,Prospección arqueológica en el Valle superior del Río de La Plata,Tesis de Grado Universidad Nacional de Colombia Bogotá. Inédito.,Arqueología Colombiana
6188,"Sánchez, Carlos Augusto",1994,"Programa de arqueología regional del Alto Magdalena. Informe sobre la temporada de 1993 en San José de Isnos, Huila.","Revista Colombiana de Antropología, 31237-257.",Arqueología Colombiana
35965,"Sánchez, Carlos Augusto",2005,Construcción social y estrategias productivas agrícolas prehispánicas en el Alto Magdalena,"Maguaré,19:149-166.",Arqueología Colombiana
6206,"Sánchez, Carlos Augusto",1988,"Prospección arqueológica en el valle del río Timana, Huila.","Boletín de Arqueología, 1(3):46-54.",Arqueología Colombiana
35952,"Sánchez, Carlos Augusto",2007,El individuo: singularidad cultural y desarrollo social. Una mirada desde la arqueología,"Maguaré, 21: 161-188.",Arqueología Colombiana
8917,"Sánchez, Carlos Augusto",2003,Por un futuro menos incierto.,Revista de Estudiantes de Arqueología 1:64-71. Facultad de Ciencias Humanas. Universidad Nacional de Colombia.,Arqueología Colombiana
5427,"Sanmiguel, Inés",1969,Excavaciones arqueológicas en el norte del departamento del Valle del Cauca.,Tesis de Grado Universidad de Los Andes.Inédito..,Arqueología Colombiana
5317,"Santos Vecino, Gustavo",1976,El proceso de hominización.,"Tesis de Grado Universidad Nacional de Colombia, Bogotá. Inédito.",Arqueología Colombiana
5335,"Santos Vecino, Gustavo",1992,El Volador: las viviendas de los muertos.,"Informe presentado al Departamento de Antropología de la Universidad de Antioquia y Secretaria de Educación Municipal, Medellín. Inédito.",Arqueología Colombiana
5844,"Santos Vecino, Gustavo",1989,Las etnias indígenas prehispánicas y de la conquista en la región del golfo de Uraba.,"Boletín de Antropología, 6(22):3-173",Arqueología Colombiana
5334,"Santos Vecino, Gustavo",1995,El Volador: las viviendas de los muertos II.,"Boletín de Antropología, 9(25):11-48.",Arqueología Colombiana
6071,"Santos Vecino, Gustavo",1992,Organización social y explotación de recursos naturales en el occidente de la costa Caribe colombiana.,"Archaeology and environment in Latin America, eds., Omar R. Ortiz-Troncoso & Thomas Van der Hammen,  pp 165-173. Instituut voor pre- en protohistorische archeologie Albert Eggs van Giffen (IPP). Universiteit van Amsterdam.",Arqueología Colombiana
5640,"Santos Vecino, Gustavo",1986,"Investigaciones arqueológicas en el ""oriente"" antioqueño. El sitio de Los Salados.","Boletín de Antropología, 6(20):45-79.",Arqueología Colombiana
5153,"Santos Vecino, Gustavo",1985,Asentamientos pre-hispánicos en la región del golfo de Urabá y su desarrollo hasta la época de la conquista.,"Maguare, 3:57-62.",Arqueología Colombiana
5584,"Santos Vecino, Gustavo",1991,Informe de la labor de arqueología de rescate realizada en el Municipio de la Ceja.,Universidad de Antioquia. Medellín.Inédito.,Arqueología Colombiana
6322,"Santos Vecino, Gustavo",1996,Rescate arqueológico de la variante San José del Nus-estación Cisneros-poliducto Sebastopol-Medellín. Sociedades agroalfareras prehispánicas del valle del río Nus.,"ICAN, Inédito.",Arqueología Colombiana
5867,"Santos Vecino, Gustavo",1994,Las sociedades prehispánicas de Jardin y Riosucio.,"Informe presentado al Instituto Colombiano de Antropología, Bogotá. Inédito.",Arqueología Colombiana
6684,"Santos Vecino, Gustavo",1993,Una población prehispánica de Antioquia representada por el estilo cerámico Marrón-Inciso.,Catalogo El Marron-Inciso de Antioquia. pp   Museo de la Universidad de Antioquia y Museo Nacional de Bogotá.,Arqueología Colombiana
35890,"Santos Vecino, Gustavo",2008,Una tumba de ca ncel en el valle de Aburrá: implicaciones ideológicas  de la interacc ión interregional,"Aguas arriba y aguas abajo: de la arqueología en las márgenes del Río Cauca, curso medio, ed., Luis Gonzalo Jaramillo E.,  pp 91-116 Universidad de Los Andes, Facultad de Ciencias Sociales, Departamento de Antropología, CESO, Ediciones Uniandes",Arqueología Colombiana
6671,"Santos Vecino, Gustavo",1993,Un población prehispánica de Antioquia representada por el estilo Marrón-Inciso.,"Catalo ""El Marrón-Inciso de Antioquia"". pp 39-55. Nacional. Universidad de Antioquia.",Arqueología Colombiana
8939,"Santos Vecino, Gustavo & Helda Otero",2003,Arqueología de Antioquia. Balances y síntesis regional.,"Construyendo el pasado. Cincuenta años de arqueología en Antioquia, ed.,Sofía Botero, pp 71-123. Boletín de Antropología, Universidad de Antioquia, edición especial.",Arqueología Colombiana
5337,"Santos Vecino, Gustavo & Helda Otero",1994,El Volador: una ventana al pasado.,"Informe presentado al Departamento de Antropología de la Universidad de Antioquia y Secretaria de Educación Municipal, Medellín. Inédito.",Arqueología Colombiana
5675,"Santos Vecino, Gustavo & Omar Ortiz-Troncoso",1986,Investigaciones arqueológicas en la costa del golfo de Morrosquillo (Colombia). Informe de avance.,"Boletín de Antropología, 6(20):27-44.",Arqueología Colombiana
35067,"Santos Vecino, Gustavo Carlos Albeiro Monsalve Marín, Luz Victoria Correa Salas",2015,Alteration of tropical forest vegetation from the Pleistocene–Holocene transition and plant cultivation from the end of early Holocene through middle Holocene in Northwest Colombia,"Quaternary International, 363:28-42",Arqueología Colombiana
5336,"Santos Vecino, Gustavo et al.",1998,El Volador: una ventana al pasado del Valle de Aburrá.,"Presentado a ""Premio Nacional de Antropología, Ministerio de la Cultura"" 1998.",Arqueología Colombiana
5154,"Santos Vecino, Gustavo et al.,",1980,Asentamientos prehispánicos en la región del golfo de Urabá.,"Ponencia Presentada al II Congreso de Antropología. Medellín. Boletín de Antropología, 2(17-19):281-286. Medellín.",Arqueología Colombiana
6427,"Santos Vecino, Gustavo et al.,",1983,Segunda campaña de investigaciones arqueológicas y prehistóricas en la región del golfo de Urabá.,"Colciencias, Universidad de Antioquia. Medellín.",Arqueología Colombiana
6185,"Santos Vecino, Gustavo; M.A. Bermudez; E.I. Correa & A.G. Ospina.",1996,Programa arqueología de rescate de la línea troncal del gasoducto Sebastopol-Medellín. Informe final.,Medellín: Universidad de Antioquia - Transmetano S.A.. Inédito.,Arqueología Colombiana
6414,"Sanz, Fernando",1970,San Agustín: Enigmáticas imágenes de una cultura preincaica.,"El Correo, 23:21-25.",Arqueología Colombiana
36212,"Sarcina, Alberto",2017,"Santa María de la Antigua del Darién, la primera ciudad española en Tierra Firme: una prospección arqueológica sistemática","Revista Colombiana de Antropología, 53(1): 269-300.",Arqueología Colombiana
4925,"Saunaluoma, Sanna",1994,"Análisis de materiales líticos de un sitio precerámico del medio río Caquetá, Amazonía colombiana","Universidad de Helsinki (Finlandia), Fundación Erigaie (Inédito), Bogotá.",Arqueología Colombiana
5096,"Schlenker, Juana",2003,Arqueología e identidad entre indígenas y colonos en el Alto Caquetá.,"Arqueología al desnudo. Reflexiones sobre la práctica disciplinaria, eds., Cristóbal Gnecco y Emilio Piazzini, pp 25-48. Editorial Universidad del Cauca. Serie Estudios Sociales.",Arqueología Colombiana
5095,"Schlenker, Juana",1999,Arqueología e Identidad entre Indígenas y Colonos en el Alto Caqueta.,"Ponencia presentada a : I Congreso de arqueología en Colombia: La Arqueología Colombiana Ante los Nuevos Paradigmas del Siglo XXI. Sociedad Colombiana de Arqueología - Universidad de Caldas Manizales, 28 al 30 de octubre de 1999.",Arqueología Colombiana
5185,"Schottelius, Justus Wolgang",1939,"Bosquejo comparativo entre las deidades reresentadas por las estatuas de San Agustín, las de  México y de los Chibchas.",Boletín de la sociedad Geográfica de Colombia. Segunda época 6(2-3):169-186.,Arqueología Colombiana
5016,"Schottelius, Justus Wolgang",1941,Arqueología de la Mesa de Los Santos.,"Educación, 2:137-150. Publicación de la Escuela Normal Superior. Imprenta Nacional. Bogotá.",Arqueología Colombiana
4861,"Schreve-Brinkman, Elizabeth J.",1978,A palynological study of the upper quaternary sequence in the El Abra corridor and rock shelters (Colombia).,"The Quaternary of Colombia. Número 6, editado por Thomas van der Hammen. pp. 1-109. Elsevier Scientific Publishing Company . Amsterdam.",Arqueología Colombiana
4948,"Schultes, Richard & Alec Bright",1979,Ancient gold pectorals from Colombia: Mushroom effigies.,"Botanical Museum Leaftets,  27 (5-6).",Arqueología Colombiana
5985,"Scott, David",1981,Metallurgical studies of Calima ornaments.,Pro Calima. Archäologisches-ethnologisches Projekt im westlichen Kolumbien/ Südamerika 2:22-24,Arqueología Colombiana
6062,"Scott, David & Jean Francois, Bouchard",1988,Orfebrería prehispánica de las llanuras del pacífico de Ecuador y Colombia.,"Boletín del Museo del Oro, 22:3-16.",Arqueología Colombiana
10770,Serje Margarita,2008,La invención de la Sierra Nevada.,"Antípoda, 7:197-229",Arqueología Colombiana
6073,"Serje, Margarita",1984,Organización urbana en Ciudad Perdida.,Cuadernos de Arquitectura. Escala 9:1-22.,Arqueología Colombiana
5122,"Serje, Margarita",1987,Arquitectura y urbanismo en la cultura Tairona.,"Boletín del Museo del Oro, 19:87-96.",Arqueología Colombiana
5382,"Serna, Aceneth & D.S. Mejía",1994,Estudio de arqueología de rescate oleoducto La Belleza-Vasconia. Informe final.,"ICAN, Inédito.",Arqueología Colombiana
10184,"Sevilla Casas, Elías",2007,“Los animales mágicos de Tierradentro” ¿magia de quién?,"International Journal of South American Archaeology, 1:67-79.",Arqueología Colombiana
36132,"Sevilla Casas, Elías",2009,Arte en la necrópolis prehispánica de Tierradentro,"Revista Colombiana de Antropología, 45(2): 369-397.",Arqueología Colombiana
4859,"Shuler-Schomig, Von  Immina",1981,A grave lot of the Sonso period.,"Pro Calima Archaologisch-ethnologisches projekt im westlichen Kolumbien/Sedamerika, 2:25-27 Solothurn.",Arqueología Colombiana
6013,"Silva, Eliécer",1963,Movimiento de la civilización agustiniana por el alto Amazonas.,"Revista Colombiana de Antropología, 12:389-399.",Arqueología Colombiana
6092,"Silva, Eliécer",0,"Parque arqueológico, paleontológico y botánico de Monquirá. Sitio: El Infiernito.",Proyecto Científico Cultural y Turístico de Villa de Leiva. Tomo I. Universidad Pedagogica y Tecnológica de Colombia. Tunja.  Inédito,Arqueología Colombiana
5724,"Silva, Eliécer",1943,La arqueología de Tierradentro (i).,"Revista del Instituto Etnológico Nacional, 1(1):117-130.",Arqueología Colombiana
5725,"Silva, Eliécer",1944,La arqueología de Tierradentro.,"Revista del Instituto Etnológico Nacional, 1(2): 521-589.",Arqueología Colombiana
6132,"Silva, Eliécer",1961,"Pinturas rupestres precolombinas de Sáchica, Valle de Leiva.","Revista Colombiana de Antropología, 10:9-36.",Arqueología Colombiana
5339,"Silva, Eliécer",1978,"Elementos arqueológicos procedentes de las montañas de Pisba,","Boletín del Museo del Oro, 1:22-28.",Arqueología Colombiana
36099,"Silva, Eliécer",1987,El culto a la fecundidad. Los falos Muisca de Villa de Leyva,"Maguare, 5:167-182.",Arqueología Colombiana
5864,"Silva, Eliécer",1986,Las ruinas de los observatorios astronómicos precolombinos Muiscas. Villa de Leiva.,"Huella de los Siglos, pp. 49-57. Sandri y Cia Editores, Croydon. Bogotá.",Arqueología Colombiana
4965,"Silva, Eliécer",1967,Antiguedad y relaciones de la civilización Chibcha.,"Revista Colombiana de Antropología, 13:239-265.",Arqueología Colombiana
4964,"Silva, Eliécer",1968,Antiguedad y relaciones de la civilización Chibcha (1).,"Arqueología y prehistoria de Colombia, pp 183-211. Prensa de la UPTC Tunja.",Arqueología Colombiana
5116,"Silva, Eliécer",1968,Arqueología y prehistoria de Colombia.,Prensas de la Universidad Pedagógica y Tecnológica de Colombia. Tunja.,Arqueología Colombiana
6305,"Silva, Eliécer",1946,"Relación preliminar de las investigaciones arqueológicas realizadas en La Belleza, Santander.","Boletín de Arqueología, 1(1):33-41.",Arqueología Colombiana
5705,"Silva, Eliécer",1981,Investigaciones arqueológicas en Villa de Leyva.,"Boletín del Museo del Oro, 4:1-18.",Arqueología Colombiana
